Country_Name,Unemployment_Percentage_2010
Pakistan,5.550000191
Panama,6.5
Peru,4
Philippines,7.349999905
Palau,
Papua New Guinea,2.367000103
Poland,9.637000084
Pre-demographic dividend,7.299065787
Puerto Rico,16.10000038
"Korea, Dem. PeopleÅEs Rep.",4.395999908
Portugal,10.77000046
Paraguay,5.679999828
West Bank and Gaza,23.72999954
Pacific island small states,14.52551474
Post-demographic dividend,8.26094781
French Polynesia,11.94200039
Qatar,0.451000005
Romania,6.959000111
Russian Federation,7.34499979
Rwanda,2.694000006
South Asia,3.891922267
Saudi Arabia,5.550000191
Sudan,12.96399975
Senegal,9.248000145
Singapore,3.099999905
Solomon Islands,31.14599991
Sierra Leone,3.012000084
El Salvador,7.050000191
San Marino,
Somalia,6.71600008
Serbia,19.20000076
Sub-Saharan Africa (excluding high income),7.747358443
South Sudan,
Sub-Saharan Africa,7.747358443
Small states,12.54646661
Sao Tome and Principe,14.29800034
Suriname,7.559999943
Slovak Republic,14.37899971
Slovenia,7.236000061
Sweden,8.609999657
Swaziland,27.7670002
Sint Maarten (Dutch part),
Seychelles,
Syrian Arab Republic,8.399999619
Turks and Caicos Islands,
Chad,5.837999821
East Asia & Pacific (IDA & IBRD countries),4.315495588
Europe & Central Asia (IDA & IBRD countries),8.721201022
Togo,6.894999981
Thailand,1.039999962
Tajikistan,11.5539999
Turkmenistan,9.204000473
Latin America & the Caribbean (IDA & IBRD countries),7.702718541
Timor-Leste,3.049999952
Middle East & North Africa (IDA & IBRD countries),11.52145951
Tonga,4.987999916
South Asia (IDA & IBRD),3.891922267
Sub-Saharan Africa (IDA & IBRD countries),7.747358443
Trinidad and Tobago,5.929999828
Tunisia,13.05000019
Turkey,10.65999985
Tuvalu,
Tanzania,2.898000002
Uganda,3.056999922
Ukraine,8.100000381
Upper middle income,5.882303586
Uruguay,6.800000191
United States,9.600000381
Uzbekistan,9.255000114
St. Vincent and the Grenadines,18.85700035
"Venezuela, RB",8.449999809
British Virgin Islands,
Virgin Islands (U.S.),9.041999817
Vietnam,2.640000105
Vanuatu,5.421999931
World,6.080104809
Samoa,8.762999535
Kosovo,
"Yemen, Rep.",17.81999969
South Africa,24.68700027
Zambia,10.83399963
Zimbabwe,6.256999969
