Country_Name,Life_Expectancy_2005
United States,77.48780488
Uzbekistan,67.34704878
St. Vincent and the Grenadines,71.22890244
"Venezuela, RB",73.20331707
British Virgin Islands,
Virgin Islands (U.S.),78.52439024
Vietnam,74.13812195
Vanuatu,69.31785366
World,69.015111
Samoa,70.99692683
Kosovo,68.69512195
"Yemen, Rep.",61.49792683
South Africa,51.55734146
Zambia,49.42939024
Zimbabwe,41.75960976
