Country_Name,GDP_2005
Saudi Arabia,13273.6535
Sudan,661.6262771
Senegal,772.6524454
Singapore,29869.85398
Solomon Islands,881.9616184
Sierra Leone,320.9953668
El Salvador,2874.257256
San Marino,47035.65435
Somalia,
Serbia,3528.131008
Sub-Saharan Africa (excluding high income),897.9855857
South Sudan,
Sub-Saharan Africa,899.0991299
Small states,7386.62412
Sao Tome and Principe,824.0121598
Suriname,3645.850509
Slovak Republic,11669.41975
Slovenia,18169.18091
Sweden,43085.35315
Swaziland,2812.588785
Sint Maarten (Dutch part),
Seychelles,11092.51074
Syrian Arab Republic,1591.530192
Turks and Caicos Islands,
Chad,660.1815568
East Asia & Pacific (IDA & IBRD countries),1656.727787
Europe & Central Asia (IDA & IBRD countries),4623.823211
Togo,379.1809289
Thailand,2874.386274
Tajikistan,339.7644428
Turkmenistan,1706.956726
Latin America & the Caribbean (IDA & IBRD countries),4932.567725
Timor-Leste,496.2117116
Middle East & North Africa (IDA & IBRD countries),2285.907086
Tonga,2599.457988
South Asia (IDA & IBRD),697.5542321
Sub-Saharan Africa (IDA & IBRD countries),899.0991299
Trinidad and Tobago,12323.13656
Tunisia,3194.563824
Turkey,7117.233241
Tuvalu,2252.847008
Tanzania,446.157894
Uganda,321.4357614
Ukraine,1828.717626
Upper middle income,3104.863485
Uruguay,5220.957396
United States,44307.92058
Uzbekistan,546.7768502
St. Vincent and the Grenadines,5064.218215
"Venezuela, RB",5435.742203
British Virgin Islands,
Virgin Islands (U.S.),41154.05653
Vietnam,699.4997775
Vanuatu,1886.38831
World,7275.397605
Samoa,2587.524
Kosovo,2190.552079
"Yemen, Rep.",817.0822744
South Africa,5414.635492
Zambia,691.8094586
Zimbabwe,443.240136
