Country_Name,Life_Expectancy_2010
"Macedonia, FYR",74.72263415
Mali,56.17980488
Malta,81.39756098
Myanmar,64.9174878
Middle East & North Africa (excluding high income),71.48666175
Montenegro,75.04529268
Mongolia,67.60382927
Northern Mariana Islands,
Mozambique,53.22690244
Mauritania,62.00617073
Mauritius,72.96731707
Malawi,56.8362439
Malaysia,74.15778049
North America,78.80461262
Namibia,62.48029268
New Caledonia,77.47317073
Niger,58.259
Nigeria,51.3295122
Nicaragua,73.58173171
Netherlands,80.70243902
Norway,80.99756098
Nepal,67.9714878
Nauru,
New Zealand,80.70243902
OECD members,79.38942978
Oman,76.05280488
Other small states,65.18148861
Pakistan,65.16256098
Panama,76.86363415
Peru,73.63980488
Philippines,67.78331707
Palau,
Papua New Guinea,61.99482927
Poland,76.24634146
Pre-demographic dividend,56.36634198
Puerto Rico,78.41163415
"Korea, Dem. PeopleÅEs Rep.",68.90002439
Portugal,79.02682927
Paraguay,72.30129268
West Bank and Gaza,72.21492683
Pacific island small states,69.14002509
Post-demographic dividend,79.7065346
French Polynesia,75.69539024
Qatar,77.8255122
Romania,73.45853659
Russian Federation,68.84121951
Rwanda,61.40178049
South Asia,66.69295953
Saudi Arabia,73.70160976
Sudan,62.04258537
Senegal,64.01443902
Singapore,81.54146341
Solomon Islands,67.06565854
Sierra Leone,48.22895122
El Salvador,71.67060976
San Marino,83.15937916
Somalia,54.02365854
Serbia,74.33658537
Sub-Saharan Africa (excluding high income),56.33434526
South Sudan,53.66490244
Sub-Saharan Africa,56.33607733
Small states,66.7884376
Sao Tome and Principe,65.85468293
Suriname,70.36273171
Slovak Republic,75.11219512
Slovenia,79.42195122
Sweden,81.45121951
Swaziland,48.3457561
Sint Maarten (Dutch part),
Seychelles,73.19756098
Syrian Arab Republic,72.30743902
Turks and Caicos Islands,
Chad,49.86207317
East Asia & Pacific (IDA & IBRD countries),73.31341875
Europe & Central Asia (IDA & IBRD countries),71.12818736
Togo,57.28156098
Thailand,73.69436585
Tajikistan,68.56339024
Turkmenistan,65.0212439
Latin America & the Caribbean (IDA & IBRD countries),73.91395152
Timor-Leste,67.30839024
Middle East & North Africa (IDA & IBRD countries),71.47820529
Tonga,72.18260976
South Asia (IDA & IBRD),66.69295953
Sub-Saharan Africa (IDA & IBRD countries),56.33607733
Trinidad and Tobago,69.79756098
Tunisia,74.61170732
Turkey,74.09092683
Tuvalu,
Tanzania,61.62560976
Uganda,55.83665854
Ukraine,70.26536585
Upper middle income,73.52789895
Uruguay,76.39460976
United States,78.54146341
Uzbekistan,67.86129268
St. Vincent and the Grenadines,72.34639024
"Venezuela, RB",73.67160976
British Virgin Islands,
Virgin Islands (U.S.),79.17317073
Vietnam,74.99036585
Vanuatu,70.84995122
World,70.48372338
Samoa,72.417
Kosovo,69.9
"Yemen, Rep.",62.76873171
South Africa,54.3907561
Zambia,56.38385366
Zimbabwe,49.57465854
