Country_Name,Life_Expectancy_2000
South Asia,62.90516438
Saudi Arabia,72.52621951
Sudan,57.97497561
Senegal,57.76580488
Singapore,77.95121951
Solomon Islands,62.83673171
Sierra Leone,38.69014634
El Salvador,68.71704878
San Marino,80.6195122
Somalia,50.87826829
Serbia,71.58292683
Sub-Saharan Africa (excluding high income),50.34676835
South Sudan,49.21907317
Sub-Saharan Africa,50.34676835
Small states,63.00023325
Sao Tome and Principe,63.29253659
Suriname,67.92917073
Slovak Republic,73.05121951
Slovenia,75.41219512
Sweden,79.64390244
Swaziland,48.66407317
Sint Maarten (Dutch part),
Seychelles,
Syrian Arab Republic,72.72168293
Turks and Caicos Islands,
Chad,47.57807317
East Asia & Pacific (IDA & IBRD countries),70.45323671
Europe & Central Asia (IDA & IBRD countries),68.21167879
Togo,53.46868293
Thailand,70.63407317
Tajikistan,63.69529268
Turkmenistan,63.89929268
Latin America & the Caribbean (IDA & IBRD countries),71.35336553
Timor-Leste,59.34697561
Middle East & North Africa (IDA & IBRD countries),69.19639279
Tonga,70.76043902
South Asia (IDA & IBRD),62.90516438
Sub-Saharan Africa (IDA & IBRD countries),50.34676835
Trinidad and Tobago,68.59643902
Tunisia,73.25536585
Turkey,69.99934146
Tuvalu,
Tanzania,50.46534146
Uganda,46.41997561
Ukraine,67.8595122
Upper middle income,70.5990673
Uruguay,74.68597561
United States,76.63658537
Uzbekistan,66.94078049
St. Vincent and the Grenadines,70.58212195
"Venezuela, RB",72.34612195
British Virgin Islands,
Virgin Islands (U.S.),76.6195122
Vietnam,73.14858537
Vanuatu,67.555
World,67.60946336
Samoa,69.48731707
Kosovo,67.95121951
"Yemen, Rep.",60.45636585
South Africa,55.83687805
Zambia,43.45668293
Zimbabwe,41.68943902
